recipe_id,ingredients,cooking_instructions,recipe_name,net_price,image_path
201,"lamb, rice, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Lamb: 500 g (cut into pieces)
Rice: 1 cup (washed and drained)
Yogurt: 1/2 cup
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1/2 tsp
Coriander powder: 1/2 tsp
Salt: 1 1/2 tsp (or to taste)
Vegetable oil: 2 tbsp
Onion: 1 large (sliced)
Fresh cilantro leaves: 2 tbsp (chopped)
Steps:
1:Marinate the Lamb: Mix the lamb with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Let it marinate for at least 30 minutes.The marinade infuses the lamb with rich spices and tenderizes it.
2:Sauté Onions: Heat oil in a large pan and sauté the onions until golden brown. Set aside half for garnishing later.Caramelized onions create a deep, savory flavor base for the pulao.
3:Cook Lamb: Add the marinated lamb to the pan, cook until browned, and then cover and cook for 10-12 minutes until the lamb is tender.Cooking the lamb in spices intensifies its flavor and infuses the rice.
4:Cook Rice: Add rice to the pan, then pour in 2 cups of water. Cover and cook on low heat for 15-20 minutes until the rice is cooked through.The rice absorbs the spices and lamb flavor, becoming aromatic and tender.
5:Garnish and Serve: Fluff the pulao and garnish with fried onions and fresh cilantro.Garnishing adds freshness and texture to complete the dish.",Lamb Pulao,450,Recipes Pictures\Lamb Pulao.jpeg
202,"shrimp, rice, yogurt, ginger-garlic paste, garam masala, turmeric powder, chili powder, cumin powder, coriander powder, salt, vegetable oil, onion, fresh cilantro leaves","Ingredients:
Shrimp: 400 g (peeled and deveined)
Rice: 1 cup (washed and drained)
Yogurt: 1/2 cup
Ginger-garlic paste: 1 tbsp
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Chili powder: 1 tsp
Cumin powder: 1/2 tsp
Coriander powder: 1/2 tsp
Salt: 1 1/2 tsp (or to taste)
Vegetable oil: 2 tbsp
Onion: 1 large (sliced)
Fresh cilantro leaves: 2 tbsp (chopped)
Steps:
1:Marinate the Shrimp: Combine shrimp with yogurt, ginger-garlic paste, garam masala, turmeric, chili powder, cumin powder, coriander powder, and salt. Let it marinate for 15-20 minutes.The marinade infuses the shrimp with aromatic spices, making it flavorful and tender.
2:Sauté Onions: Heat oil in a large pan and sauté the onions until golden brown. Set aside half for garnishing later.Golden onions bring a deep, caramelized flavor to the pulao base. 
3:Cook Shrimp: Add the marinated shrimp to the pan and sauté until cooked, about 4-5 minutes.Cooking the shrimp in spices enhances its flavor and color.    
4:Cook Rice: Add rice to the pan with the shrimp, then pour in 2 cups of water. Cover and cook on low heat for 15-20 minutes until the rice is tender and has absorbed all the flavors.The rice absorbs the spices from the shrimp and becomes aromatic.
5:Garnish and Serve: Fluff the pulao and garnish with fried onions and fresh cilantro.The garnishing adds a fresh and aromatic touch to the dish, enhancing its visual appeal and flavor.",Shrimp Pulao,500,Recipes Pictures\Shrimp Pulao.jpeg
204,"Minced meat, potatoes, onions, tomatoes, ginger, garlic, cumin seeds, coriander powder, turmeric, red chili powder, green chilies, cilantro","Ingredients:
Minced meat: 500 g (beef, lamb, or chicken)
Potatoes: 2 medium (peeled and diced)
Onions: 2 medium (finely chopped)
Tomatoes: 2 medium (chopped)
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Cumin seeds: 1 tsp
Coriander powder: 1 tsp
Turmeric powder: 1/2 tsp
Red chili powder: 1 tsp (adjust to taste)
Green chilies: 2 (slit)
Cilantro: 2 tbsp (chopped)
Salt: to taste
Vegetable oil: 2 tbsp
Steps:
1:Cook the Minced Meat: Heat oil in a pan, add cumin seeds, then sauté onions until golden. Add minced meat and cook until browned.Browning the meat with onions gives the dish depth and flavor.
2:Add Ginger, Garlic, and Spices: Add grated ginger, minced garlic, red chili powder, turmeric, and coriander powder. Stir and cook for a few minutes.The spices release their aromas, making the meat mixture flavorful and aromatic.
3:Cook the Tomatoes: Add chopped tomatoes and green chilies. Cook until tomatoes soften and the oil begins to separate.Tomatoes add tanginess and help blend the flavors together.
4:Add Potatoes and Simmer: Add diced potatoes and mix well. Add water to cover the potatoes, then cook on low heat until the potatoes are tender.The potatoes absorb the flavors, making the dish hearty and comforting.
5:Garnish and Serve: Once the potatoes are cooked, garnish with fresh cilantro. Serve hot with naan or rice.Fresh cilantro brightens the dish and adds a fresh, herby touch.",Aloo Keema (Minced Meat with Potatoes),350,Recipes Pictures\Aloo Keema (Minced Meat with Potatoes).jpeg
205,"Chicken or beef, wheat, barley, lentils, ghee, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, mint leaves, cilantro","Ingredients:
Chicken or Beef: 500 g (boneless, cut into pieces)
Wheat: 1/2 cup (cracked or whole wheat)
Barley: 1/4 cup
Lentils: 1/2 cup (a mix of split yellow lentils and red lentils)
Ghee: 3 tbsp
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Garam masala: 1 tsp
Turmeric powder: 1/2 tsp
Red chili powder: 1 tsp (adjust to taste)
Cumin seeds: 1 tsp
Coriander powder: 1 tsp
Mint leaves: 1/4 cup (chopped)
Cilantro: 2 tbsp (chopped)
Salt: to taste
Water: 6 cups (for cooking)
Steps:
1:Cook Meat and Lentils: Heat ghee in a large pot, sauté ginger, garlic, and cumin seeds until fragrant. Add meat and cook until browned. Then, add lentils, barley, and wheat with water. Cook until everything is tender.Cooking the meat with the lentils and grains brings out the rich, hearty flavors.
2:Spice the Haleem: Add turmeric, red chili powder, coriander powder, and garam masala. Stir to mix the spices well into the meat and grains.The spices create a deep, flavorful base for the haleem.
3:Blend the Haleem: Once the grains and meat are soft, use a hand blender or a regular blender to mash and blend the mixture into a smooth, thick consistency.Blending the haleem makes it creamy and velvety, the signature texture of this dish.
4:Simmer and Garnish: Return the haleem to the heat and simmer for a few more minutes. Garnish with mint leaves and cilantro.Garnishing with fresh herbs adds a burst of freshness and color.
5:Serve: Serve hot with a drizzle of ghee, lemon wedges, and crispy fried onions.The ghee adds richness, and the crispy onions provide a nice crunch to the creamy haleem",Haleem,300,Recipes Pictures\Haleem.jpeg
206,"Beef or mutton, wheat flour, ghee, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, mint leaves, cilantro","Ingredients:
Beef or Mutton: 500 g (bone-in pieces, cut into chunks)
Wheat flour: 2 tbsp (for thickening)
Ghee: 3 tbsp
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Garam masala: 1 tsp
Turmeric: 1/2 tsp
Red chili powder: 1 tsp (adjust to taste)
Cumin seeds: 1 tsp
Coriander powder: 1 tsp
Mint leaves: 2 tbsp (chopped)
Cilantro: 2 tbsp (chopped)
Salt: to taste
Water: 6 cups (for slow cooking)
Steps:
1:Cook the Meat: Heat ghee in a large pot, add ginger, garlic, and cumin seeds. Fry until aromatic, then add beef or mutton. Cook until browned and release some juices.Browning the meat first gives a rich flavor to the broth.
2:Add Spices: Stir in garam masala, turmeric, red chili powder, and coriander powder. Mix the spices well, ensuring the meat is coated.The spices create the foundation for the complex, savory flavor profile of Nihari.
3:Slow Cook the Meat: Add water, bring to a boil, and then simmer on low heat for 2–3 hours until the meat is tender and the flavors have melded.Slow cooking helps break down the meat and infuse the broth with deep flavors.
4:Thicken the Stew: Mix wheat flour with a little water to make a smooth paste, then stir it into the simmering stew to thicken.The wheat flour adds a velvety texture to the broth, making it rich and smooth.
5:Garnish and Serve: Garnish with fresh mint leaves and cilantro. Serve hot with naan or rice.Garnishing with herbs adds a fresh, aromatic finish to the hearty dish.",Nihari,500,.jpegRecipes Pictures\Nihari
207,"Chicken, onions, tomatoes, ginger, garlic, yogurt, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, green chilies, cilantro","Ingredients:
Chicken: 500 g (cut into pieces)
Onions: 1 large (finely chopped)
Tomatoes: 2 medium (chopped)
Ginger: 1-inch piece (julienned)
Garlic: 4 cloves (minced)
Yogurt: 1/2 cup
Garam masala: 1 tsp
Turmeric: 1/2 tsp
Red chili powder: 1 tsp (adjust to taste)
Cumin seeds: 1 tsp
Coriander powder: 1 tsp
Green chilies: 2 (sliced)
Cilantro: 2 tbsp (chopped)
Salt: to taste
Oil: 2 tbsp (for cooking)
Steps:
1:Sauté the Onions: Heat oil in a karahi (or wok) and sauté onions until golden brown. Add ginger and garlic, and cook until fragrant.The caramelized onions create a flavorful base for the curry.
2:Cook the Chicken: Add chicken pieces, season with salt, and cook until the chicken is browned on all sides.Browning the chicken adds depth and a roasted flavor to the dish.
3:Add Tomatoes and Spices: Add chopped tomatoes, turmeric, red chili powder, garam masala, coriander powder, and cumin seeds. Cook until tomatoes soften and the oil begins to separate.Cooking tomatoes with spices deepens the curry's flavor and creates a thick sauce.
4:Add Yogurt: Stir in the yogurt, and mix well to combine. Cook for a few minutes until the yogurt blends into the curry.The yogurt tenderizes the chicken and gives the dish a creamy texture.
5:Simmer and Garnish: Add a little water if needed, cover, and simmer for 15–20 minutes. Garnish with green chilies and cilantro.Simmering allows the chicken to soak up the spices, and the garnish adds freshness and color.
6:Serve: Serve hot with naan, roti, or rice.This spicy, aromatic curry pairs perfectly with bread or rice for a hearty meal.",Chicken Karahi,550,Recipes Pictures\Chicken Karahi.jpeg
209,"Beef, potatoes, onions, tomatoes, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, green chilies, cilantro","Ingredients:
Beef (cut into chunks): 500g
Potatoes (peeled and cubed): 2 medium
Onions (finely chopped): 2 medium
Tomatoes (chopped): 2 medium
Ginger (grated): 1-inch piece
Garlic (minced): 4 cloves
Garam Masala: 1 tsp
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Green Chilies (slit): 2
Cilantro (chopped): 2 tbsp
Oil: 3 tbsp
Salt: To taste
Steps:
1:Brown the Beef: Heat oil in a pot, add cumin seeds, and sauté onions, ginger, and garlic until golden. Add beef chunks and sear until browned on all sides.
2:Cook the Masala: Add tomatoes, turmeric, red chili powder, coriander powder, and salt to the beef. Stir well and cook until the tomatoes soften and the oil begins to separate.
3:Simmer and Add Potatoes: Add water (about 1 cup) and bring to a boil. Once boiling, add cubed potatoes and green chilies. Cover and simmer for 25-30 minutes, or until the beef and potatoes are tender.
4:Garnish and Serve: Once cooked, sprinkle garam masala and chopped cilantro over the dish. Serve hot with rice or naan.",Aloo Gosht (Beef with Potatoes),450,Recipes Pictures\Aloo Gosht (Beef with Potatoes).jpeg
211,"Lentils, onions, tomatoes, ginger, garlic, turmeric, red chili powder, cumin seeds, coriander powder, garam masala, green chilies, cilantro","Ingredients:
Lentils (red or yellow): 1 cup
Onions (finely chopped): 1 medium
Tomatoes (chopped): 2 medium
Ginger (grated): 1-inch piece
Garlic (minced): 4 cloves
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Garam Masala: ½ tsp
Green Chilies (slit): 2
Cilantro (chopped): 2 tbsp
Oil or Ghee: 2 tbsp
Steps:
1:Cook the Lentils: Wash the lentils thoroughly and cook them in a pot with 3 cups of water, turmeric, and a pinch of salt until soft (about 20-25 minutes).
2:Prepare the Tarka: In a separate pan, heat oil or ghee, then sauté cumin seeds, onions, garlic, ginger, and green chilies until golden brown. Add tomatoes, red chili powder, coriander powder, and cook until tomatoes soften.
3:Combine and Temper: Once the tomatoes soften, pour the tarka into the cooked lentils. Stir in garam masala and simmer for 5 minutes. Garnish with cilantro before serving.",Tarka Daal (Tempered Lentils),300,Recipes Pictures\Tarka Daal (Tempered Lentils).jpeg
212,"Fish, gram flour, ginger, garlic, red chili powder, turmeric, cumin seeds, coriander powder, garam masala, mint leaves, cilantro","Ingredients:
Fish (boneless fillets, such as tilapia or cod): 500g
Gram Flour (besan): 2 tbsp
Ginger (grated): 1-inch piece
Garlic (minced): 4 cloves
Red Chili Powder: 1 tsp
Turmeric Powder: ½ tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Garam Masala: ½ tsp
Mint Leaves (chopped): 2 tbsp
Cilantro (chopped, for garnish): 2 tbsp
Oil (for frying): 2 tbsp
Steps:
1:Prepare the Marinade: In a bowl, mix ginger, garlic, red chili powder, turmeric, cumin seeds, coriander powder, garam masala, and a little water to make a thick paste. Coat the fish fillets with this marinade and let them sit for 15-20 minutes.
2:Fry the Fish: Heat oil in a frying pan over medium heat. Dip each marinated fish fillet lightly in gram flour and fry until golden and crispy on both sides (about 4-5 minutes per side).
3:Garnish and Serve: Once the fish is cooked, garnish with chopped mint leaves and cilantro. Serve hot with a side of rice or naan.",Masala Fish Fry,750,Recipes Pictures\Masala Fish Fry.jpeg
213,"Chicken, onions, tomatoes, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, green chilies, cilantro","Ingredients:
Chicken (boneless, cut into bite-sized pieces): 500g
Onions (sliced): 1 large
Tomatoes (chopped): 2 medium
Ginger (grated): 1-inch piece
Garlic (minced): 4 cloves
Garam Masala: 1 tsp
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Green Chilies (slit): 2
Cilantro (chopped, for garnish): 2 tbsp
Oil: 2 tbsp
Steps:
1:Cook the Spices: Heat oil in a pan, add cumin seeds and sauté until they splutter. Add grated ginger, garlic, and green chilies, and cook until fragrant.
2:Sauté Onions and Tomatoes: Add sliced onions and cook until golden. Add tomatoes, turmeric, red chili powder, and coriander powder, and cook until tomatoes soften and release oil.
3:Cook Chicken: Add chicken pieces to the pan, season with garam masala, and cook until browned and cooked through.
4:Simmer and Garnish: Add a little water to create a sauce and cook for another 5-7 minutes until the chicken is tender. Garnish with chopped cilantro and serve hot.",Chicken Jalfrezi,500,Recipes Pictures\Chicken Jalfrezi.jpeg
215,"Potatoes, green peas, onions, tomatoes, ginger, garlic, turmeric, red chili powder, cumin seeds, coriander powder, garam masala, cilantro","Ingredients:
Potatoes (peeled and cubed): 3 medium-sized
Green Peas: 1 cup (fresh or frozen)
Onions (finely chopped): 1 large
Tomatoes (chopped): 2 medium-sized
Ginger (grated): 1-inch piece
Garlic (minced): 4 cloves
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Garam Masala: 1 tsp
Cilantro (chopped, for garnish): 2 tbsp
Oil: 2 tbsp
Steps:
1:Sauté Spices: Heat oil in a pan, add cumin seeds and sauté for a few seconds. Then, add ginger and garlic, cooking until fragrant.
2:Cook Onions and Tomatoes: Add chopped onions to the pan and cook until golden brown. Add tomatoes, turmeric, red chili powder, coriander powder, and cook until tomatoes soften.
3:Add Potatoes: Stir in the cubed potatoes, coating them with the spice mixture. Add a splash of water, cover, and cook for 10-12 minutes.
4:Add Peas: Once potatoes are partially tender, add green peas, garam masala, and a little water. Cook until potatoes are fully tender and peas are cooked through.
5:Garnish and Serve: Garnish with fresh cilantro and serve with roti, naan, or rice.",Aloo Matar (Potatoes with Green Peas),200,Recipes Pictures\Aloo Matar (Potatoes with Green Peas).jpeg
216,"Chicken, yogurt, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, mint leaves, cilantro","Ingredients:
Chicken (boneless, cut into pieces): 500g
Yogurt: ½ cup
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Garam Masala: 1 tsp
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Mint Leaves: 2 tbsp (chopped)
Cilantro: 2 tbsp (chopped for garnish)
Spinach (fresh or frozen): 400g (roughly chopped)
Oil: 2 tbsp
Steps:
1:Marinate Chicken: In a bowl, mix chicken with yogurt, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, and coriander powder. Let it marinate for at least 30 minutes.
2:Cook Chicken: Heat oil in a pan and sauté the marinated chicken until it is partially cooked. Remove and set aside.
3:Sauté Spices: In the same pan, add cumin seeds and sauté until fragrant. Add ginger and garlic, cooking until golden brown.
4:Cook Spinach: Add chopped spinach to the pan and cook until wilted and tender. Stir in the mint leaves for added flavor.
5:Combine Chicken and Spinach: Return the partially cooked chicken to the pan with spinach. Cook together for 15-20 minutes until chicken is fully cooked and the flavors blend.
6:Garnish: Garnish with fresh cilantro and serve with naan or rice.",Chicken Saagwala,350,Recipes Pictures\Chicken Saagwala.jpeg
217,"Beef, gram flour, onions, tomatoes, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, mint leaves, cilantro","Ingredients:
Beef (minced): 500g
Gram Flour (Besan): 3 tbsp (for binding)
Onions: 2 medium (finely chopped)
Tomatoes: 2 medium (chopped)
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Garam Masala: 1 tsp
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Mint Leaves: 2 tbsp (chopped)
Cilantro: 2 tbsp (chopped for garnish)
Steps:
1:Prepare Koftas: In a bowl, mix minced beef, gram flour, ginger, garlic, garam masala, turmeric, red chili powder, salt, and mint leaves. Shape the mixture into small balls (koftas).
2:Fry Koftas: Heat oil in a pan and fry the koftas until golden brown. Remove and set aside on paper towels to drain excess oil.
3:Cook the Gravy: In the same pan, add cumin seeds and sauté onions until golden brown. Add ginger, garlic, tomatoes, and cook until tomatoes soften and oil separates from the masala.
4:Add Spices: Add coriander powder, red chili powder, garam masala, and turmeric. Cook for a minute, then add water to form a curry base.
5:Simmer Koftas in Curry: Gently add the fried koftas to the curry and simmer for 15-20 minutes.
6:Garnish: Garnish with fresh cilantro and serve hot with rice or naan.",Beef Kofta Curry,550,Recipes Pictures\Beef Kofta Curry.jpeg
218,"Eggplant, tomatoes, onions, ginger, garlic, turmeric, red chili powder, cumin seeds, coriander powder, garam masala, cilantro","Ingredients:
Eggplant (Baingan): 2 medium-sized (roasted and mashed)
Tomatoes: 2 medium (chopped)
Onion: 1 large (finely chopped)
Ginger: 1-inch piece (grated or finely chopped)
Garlic: 3-4 cloves (minced)
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Garam Masala: 1 tsp
Cilantro: 2 tbsp (finely chopped for garnish)
Steps:
1:Roast Eggplant: Roast the eggplants directly on a flame or in an oven until the skin is charred and the flesh is soft. Peel off the skin and mash the pulp.
2:Prepare the Base: Heat oil in a pan. Add cumin seeds, and when they splutter, sauté onions, garlic, and ginger until golden.
3:Cook Tomatoes: Add chopped tomatoes along with turmeric, red chili powder, and coriander powder. Cook until tomatoes soften and the oil separates from the masala.
4:Combine Eggplant: Add the mashed eggplant to the tomato mixture, and cook for 5-7 minutes, stirring well to combine the flavors.
5:Finish with Spices: Sprinkle garam masala, adjust salt, and mix. Garnish with chopped cilantro",Baingan Bharta (Mashed Eggplant),250,Recipes Pictures\Baingan Bharta (Mashed Eggplant).jpeg
219,"Chicken, yogurt, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, mint leaves, cilantro","Ingredients:
Chicken: 500g (cut into medium pieces)
Yogurt: 1 cup (whisked)
Ginger Paste: 1 tbsp
Garlic Paste: 1 tbsp
Garam Masala: 1 tsp
Turmeric Powder: ½ tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Mint Leaves: 2 tbsp (finely chopped)
Cilantro: 2 tbsp (finely chopped for garnish)
Steps
1:Marinate Chicken: Combine chicken with yogurt, ginger, garlic, turmeric, red chili powder, and salt. Let it marinate for 30 minutes to enhance flavor.
2:Heat Spices: Heat oil in a clay pot or handi. Add cumin seeds and sauté until aromatic.
3:Cook Chicken: Add marinated chicken and cook on medium heat until it changes color and starts to release water.
4:Add Dry Spices: Stir in coriander powder and garam masala. Cover and cook until chicken is tender and coated with thick gravy.
5:Finish with Herbs: Mix in chopped mint leaves, cook for 2 minutes, and garnish with cilantro before serving.",Chicken Handi,550,Recipes Pictures\Chicken Handi.jpeg
220,"Fish, mustard oil, mustard seeds, ginger, garlic, turmeric, red chili powder, cumin seeds, coriander powder, green chilies, cilantro","Ingredients:
Fish: 500g (cut into steaks or fillets)
Mustard Oil: 3 tbsp (for frying and flavor)
Mustard Seeds: 1 tbsp (ground into a paste or powdered)
Ginger: 1 tbsp (paste or finely grated)
Garlic: 1 tbsp (paste or finely grated)
Turmeric: 1 tsp
Red Chili Powder: 1 tsp
Cumin Seeds: 1 tsp
Coriander Powder: 1 tsp
Green Chilies: 2 (slit lengthwise)
Cilantro: 2 tbsp (finely chopped for garnish)
Steps:
1:Marinate Fish: Coat fish with turmeric, red chili powder, and salt. Set aside for 15 minutes to enhance flavor.
2:Prepare Mustard Paste: Grind mustard seeds with a little water to form a smooth paste, and set aside.
3:Sear Fish: Heat mustard oil in a pan, fry fish lightly on both sides, and remove to avoid overcooking.
4:Cook Spices: In the same pan, heat oil, add cumin seeds, garlic, and ginger paste, and cook until aromatic.
5:Add Sauce: Mix in mustard paste, turmeric, coriander powder, and chili powder. Cook until oil separates.
6:Simmer Fish: Add green chilies and fish to the sauce. Simmer for 5-7 minutes, coating the fish well.
7:Finish and Serve: Garnish with chopped cilantro and serve hot with steamed rice or flatbread",Sarson Machli (Mustard Fish),950,Recipes Pictures\Sarson Machli (Mustard Fish).jpeg
221,"Lamb, yogurt, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, mint leaves, cilantro","Ingredients
Lamb: 500 grams (bone-in or boneless, cut into pieces)
Yogurt: 1/2 cup (whisked)
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Garam Masala: 1 teaspoon
Turmeric: 1/2 teaspoon
Red Chili Powder: 1 teaspoon
Cumin Seeds: 1 teaspoon
Coriander Powder: 1 teaspoon
Mint Leaves: 2 tablespoons (chopped)
Cilantro: 2 tablespoons (chopped, for garnish)
Steps:
1:Prepare the Marinade: In a bowl, mix the yogurt, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, and coriander powder. Add the lamb pieces and marinate for at least 30 minutes.
2:Cook the Lamb: Heat oil in a large pot, and sear the marinated lamb pieces until browned on all sides.
3:Sauté Aromatics: Add the garlic and ginger paste to the pot, sauté for a minute until fragrant. Add more garam masala, turmeric, and red chili powder, and cook for 2-3 minutes.
4:Simmer the Curry: Add water or broth to the pot, cover, and simmer the lamb for 45-60 minutes until tender. Stir occasionally and add more water if needed to reach the desired consistency.
5:Garnish and Serve: Stir in fresh mint leaves and cilantro for garnish. Serve the Rogan Josh with rice or naan for a complete meal.",Lamb Rogan Josh,1250,Recipes Pictures\Lamb Rogan Josh.jpeg
222,"Spinach, potatoes, onions, tomatoes, ginger, garlic, turmeric, red chili powder, cumin seeds, coriander powder, garam masala, cilantro","Ingredients:
Spinach: 4 cups (fresh, chopped)
Potatoes: 2 medium (peeled and diced)
Onions: 1 medium (finely chopped)
Tomatoes: 2 medium (chopped)
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Turmeric: ½ teaspoon
Red Chili Powder: 1 teaspoon
Cumin Seeds: 1 teaspoon
Coriander Powder: 1 teaspoon
Garam Masala: 1 teaspoon
Cilantro: 2 tablespoons (chopped, for garnish)
Steps:
1:Sauté Onions and Spices: Heat oil in a pan, add cumin seeds and let them splutter. Add onions and sauté until golden brown, then stir in ginger, garlic, turmeric, red chili powder, coriander powder, and garam masala.
2:Cook Potatoes: Add diced potatoes to the pan, stir to coat with spices, and cook for 5-7 minutes, letting them soften slightly.
3:Add Tomatoes and Simmer: Add chopped tomatoes and cook until they soften and break down, forming a thick sauce. Add a little water if needed.
4:Add Spinach: Add the chopped spinach to the pan, stir, and cook until wilted and tender. Season with salt to taste.
5:Simmer and Garnish: Cook the mixture until the potatoes are fully tender and the flavors have melded together. Garnish with chopped cilantro and serve hot with roti or rice.",Saag Aloo (Spinach with Potatoes),300,Recipes Pictures\Saag Aloo (Spinach with Potatoes).jpeg
223,"Chicken, onions, tomatoes, ginger, garlic, garam masala, turmeric, red chili powder, cumin seeds, coriander powder, green chilies, cilantro","Ingredients:
Chicken: 500 grams (boneless, cut into bite-sized pieces)
Onions: 1 medium (finely chopped)
Tomatoes: 2 medium (chopped)
Ginger: 1-inch piece (grated)
Garlic: 4 cloves (minced)
Garam Masala: 1 teaspoon
Turmeric: ½ teaspoon
Red Chili Powder: 1 teaspoon
Cumin Seeds: 1 teaspoon
Coriander Powder: 1 teaspoon
Green Chilies: 2 (slit or chopped)
Cilantro: 2 tablespoons (chopped, for garnish)
Steps:
1:Marinate Chicken: In a bowl, mix chicken with ginger, garlic, garam masala, turmeric, red chili powder, coriander powder, and a pinch of salt. Let it marinate for at least 30 minutes.
2:Sauté Aromatics: Heat oil in a pan, add cumin seeds, and let them splutter. Then, sauté onions and ginger until golden brown.
3:Cook Tomatoes and Spices: Add chopped tomatoes, cook until soft, then add turmeric, red chili powder, coriander powder, and garam masala. Stir well.
4:Cook Chicken: Add the marinated chicken to the pan and cook on medium heat, allowing the chicken to absorb the spices and brown slightly.
5:Simmer and Garnish: Add water if needed to form a slight gravy. Simmer until chicken is fully cooked, then garnish with chopped cilantro and green chilies. Serve hot with naan or rice.",Chicken Malai Boti,550,Recipes Pictures\Chicken Malai Boti.jpeg
225,"Cauliflower, potatoes, onions, tomatoes, ginger, garlic, turmeric, red chili powder, cumin seeds, coriander powder, garam masala, cilantro","Ingredients
Cauliflower: 1 medium head (cut into florets)
Potatoes: 2 medium (peeled and cubed)
Onions: 1 large (finely chopped)
Tomatoes: 2 medium (chopped)
Ginger: 1-inch piece (grated)
Garlic: 3 cloves (minced)
Turmeric: ½ teaspoon
Red Chili Powder: 1 teaspoon
Cumin Seeds: 1 teaspoon
Coriander Powder: 1 teaspoon
Garam Masala: ½ teaspoon
Cilantro: 2 tablespoons (chopped for garnish)
Steps:
1:Sauté Spices and Aromatics: Heat oil in a large pan and add cumin seeds. Once they splutter, add onions, ginger, and garlic, and sauté until golden.
2:Add Tomatoes and Spices: Add chopped tomatoes, turmeric, red chili powder, coriander powder, and garam masala. Cook until the tomatoes soften and the oil separates from the masala.
3:Cook Potatoes and Cauliflower: Add cubed potatoes and cauliflower florets to the pan, and mix well. Cover and cook on low heat for 15-20 minutes, stirring occasionally.
4:Simmer and Adjust: Add a little water if needed and cook until the vegetables are tender. Season with salt to taste.
5:Garnish and Serve: Garnish with freshly chopped cilantro and serve hot with roti or rice for a comforting meal.






",Aloo Gobi (Cauliflower with Potatoes),250,Recipes Pictures\Aloo Gobi (Cauliflower with Potatoes).jpeg
